Date,Hora,Zone,Demand
01/11/2011,12,GERENCIA,2100
01/11/2011,13,GERENCIA,2178
01/11/2011,14,GERENCIA,2216
01/11/2011,15,GERENCIA,2262
01/11/2011,16,GERENCIA,2313
01/11/2011,17,GERENCIA,2306
01/11/2011,18,GERENCIA,2255
01/11/2011,19,GERENCIA,2202
01/11/2011,20,GERENCIA,2299
01/11/2011,21,GERENCIA,2303
01/11/2011,22,GERENCIA,2297
01/11/2011,23,GERENCIA,2277
01/11/2011,24,GERENCIA,2230
02/11/2011,1,GERENCIA,2156
02/11/2011,2,GERENCIA,2058
02/11/2011,3,GERENCIA,1972
02/11/2011,4,GERENCIA,1905
02/11/2011,5,GERENCIA,1851
02/11/2011,6,GERENCIA,1817
02/11/2011,7,GERENCIA,1803
02/11/2011,8,GERENCIA,1753
02/11/2011,9,GERENCIA,1772
02/11/2011,10,GERENCIA,1849
02/11/2011,11,GERENCIA,1935
02/11/2011,12,GERENCIA,2006
02/11/2011,13,GERENCIA,2043
02/11/2011,14,GERENCIA,2073
02/11/2011,15,GERENCIA,2092
02/11/2011,16,GERENCIA,2118
02/11/2011,17,GERENCIA,2117
02/11/2011,18,GERENCIA,2081
02/11/2011,19,GERENCIA,2073
02/11/2011,20,GERENCIA,2199
02/11/2011,21,GERENCIA,2258
02/11/2011,22,GERENCIA,2305
02/11/2011,23,GERENCIA,2291
02/11/2011,24,GERENCIA,2248
03/11/2011,1,GERENCIA,2161
03/11/2011,2,GERENCIA,2065
03/11/2011,3,GERENCIA,1980
03/11/2011,4,GERENCIA,1915
03/11/2011,5,GERENCIA,1870
03/11/2011,6,GERENCIA,1831
03/11/2011,7,GERENCIA,1835
03/11/2011,8,GERENCIA,1819
03/11/2011,9,GERENCIA,1839
03/11/2011,10,GERENCIA,1937
03/11/2011,11,GERENCIA,2041
03/11/2011,12,GERENCIA,2119
03/11/2011,13,GERENCIA,2176
03/11/2011,14,GERENCIA,2217
03/11/2011,15,GERENCIA,2269
03/11/2011,16,GERENCIA,2330
03/11/2011,17,GERENCIA,2334
03/11/2011,18,GERENCIA,2287
03/11/2011,19,GERENCIA,2237
03/11/2011,20,GERENCIA,2320
03/11/2011,21,GERENCIA,2318
03/11/2011,22,GERENCIA,2316
03/11/2011,23,GERENCIA,2277
03/11/2011,24,GERENCIA,2197
04/11/2011,1,GERENCIA,2105
04/11/2011,2,GERENCIA,2019
04/11/2011,3,GERENCIA,1942
04/11/2011,4,GERENCIA,1877
04/11/2011,5,GERENCIA,1829
04/11/2011,6,GERENCIA,1798
04/11/2011,7,GERENCIA,1819
04/11/2011,8,GERENCIA,1816
04/11/2011,9,GERENCIA,1824
04/11/2011,10,GERENCIA,1894
04/11/2011,11,GERENCIA,2004
04/11/2011,12,GERENCIA,2096
04/11/2011,13,GERENCIA,2156
04/11/2011,14,GERENCIA,2180
04/11/2011,15,GERENCIA,2217
04/11/2011,16,GERENCIA,2255
04/11/2011,17,GERENCIA,2250
04/11/2011,18,GERENCIA,2206
04/11/2011,19,GERENCIA,2186
04/11/2011,20,GERENCIA,2266
04/11/2011,21,GERENCIA,2269
04/11/2011,22,GERENCIA,2242
04/11/2011,23,GERENCIA,2189
04/11/2011,24,GERENCIA,2132
05/11/2011,1,GERENCIA,2074
05/11/2011,2,GERENCIA,1983
05/11/2011,3,GERENCIA,1910
05/11/2011,4,GERENCIA,1845
05/11/2011,5,GERENCIA,1801
05/11/2011,6,GERENCIA,1786
05/11/2011,7,GERENCIA,1775
05/11/2011,8,GERENCIA,1731
05/11/2011,9,GERENCIA,1760
05/11/2011,10,GERENCIA,1836
05/11/2011,11,GERENCIA,1899
05/11/2011,12,GERENCIA,1973
05/11/2011,13,GERENCIA,2004
05/11/2011,14,GERENCIA,2011
05/11/2011,15,GERENCIA,2012
05/11/2011,16,GERENCIA,1998
05/11/2011,17,GERENCIA,1982
05/11/2011,18,GERENCIA,1953
05/11/2011,19,GERENCIA,1983
05/11/2011,20,GERENCIA,2132
05/11/2011,21,GERENCIA,2090
05/11/2011,22,GERENCIA,2051
05/11/2011,23,GERENCIA,2017
05/11/2011,24,GERENCIA,1967
06/11/2011,1,GERENCIA,1880
06/11/2011,2,GERENCIA,1796
06/11/2011,3,GERENCIA,1732
06/11/2011,4,GERENCIA,1674
06/11/2011,5,GERENCIA,1636
06/11/2011,6,GERENCIA,1604
06/11/2011,7,GERENCIA,1591
06/11/2011,8,GERENCIA,1535
06/11/2011,9,GERENCIA,1532
06/11/2011,10,GERENCIA,1590
06/11/2011,11,GERENCIA,1651
06/11/2011,12,GERENCIA,1690
06/11/2011,13,GERENCIA,1717
06/11/2011,14,GERENCIA,1732
06/11/2011,15,GERENCIA,1754
06/11/2011,16,GERENCIA,1759
06/11/2011,17,GERENCIA,1740
06/11/2011,18,GERENCIA,1724
06/11/2011,19,GERENCIA,1768
06/11/2011,20,GERENCIA,1945
06/11/2011,21,GERENCIA,1991
06/11/2011,22,GERENCIA,2000
06/11/2011,23,GERENCIA,1967
06/11/2011,24,GERENCIA,1905
07/11/2011,1,GERENCIA,1802
07/11/2011,2,GERENCIA,1714
07/11/2011,3,GERENCIA,1659
07/11/2011,4,GERENCIA,1617
07/11/2011,5,GERENCIA,1598
07/11/2011,6,GERENCIA,1593
07/11/2011,7,GERENCIA,1630
07/11/2011,8,GERENCIA,1676
07/11/2011,9,GERENCIA,1704
07/11/2011,10,GERENCIA,1775
07/11/2011,11,GERENCIA,1850
07/11/2011,12,GERENCIA,1926
07/11/2011,13,GERENCIA,1987
07/11/2011,14,GERENCIA,1993
07/11/2011,15,GERENCIA,2011
07/11/2011,16,GERENCIA,2028
07/11/2011,17,GERENCIA,2025
07/11/2011,18,GERENCIA,1993
07/11/2011,19,GERENCIA,2009
07/11/2011,20,GERENCIA,2101
07/11/2011,21,GERENCIA,2093
07/11/2011,22,GERENCIA,2064
07/11/2011,23,GERENCIA,1997
07/11/2011,24,GERENCIA,1917
08/11/2011,1,GERENCIA,1828
08/11/2011,2,GERENCIA,1743
08/11/2011,3,GERENCIA,1694
08/11/2011,4,GERENCIA,1649
08/11/2011,5,GERENCIA,1612
08/11/2011,6,GERENCIA,1608
08/11/2011,7,GERENCIA,1647
08/11/2011,8,GERENCIA,1670
08/11/2011,9,GERENCIA,1688
08/11/2011,10,GERENCIA,1752
08/11/2011,11,GERENCIA,1822
08/11/2011,12,GERENCIA,1878
08/11/2011,13,GERENCIA,1919
08/11/2011,14,GERENCIA,1925
08/11/2011,15,GERENCIA,1935
08/11/2011,16,GERENCIA,1959
08/11/2011,17,GERENCIA,1955
08/11/2011,18,GERENCIA,1924
08/11/2011,19,GERENCIA,1967
08/11/2011,20,GERENCIA,2064
08/11/2011,21,GERENCIA,2039
08/11/2011,22,GERENCIA,1988
08/11/2011,23,GERENCIA,1897
08/11/2011,24,GERENCIA,1812
09/11/2011,1,GERENCIA,1748
09/11/2011,2,GERENCIA,1671
09/11/2011,3,GERENCIA,1621
09/11/2011,4,GERENCIA,1590
09/11/2011,5,GERENCIA,1568
09/11/2011,6,GERENCIA,1568
09/11/2011,7,GERENCIA,1608
09/11/2011,8,GERENCIA,1654
09/11/2011,9,GERENCIA,1668
09/11/2011,10,GERENCIA,1725
09/11/2011,11,GERENCIA,1785
09/11/2011,12,GERENCIA,1835
09/11/2011,13,GERENCIA,1878
09/11/2011,14,GERENCIA,1901
09/11/2011,15,GERENCIA,1922
09/11/2011,16,GERENCIA,1933
09/11/2011,17,GERENCIA,1916
09/11/2011,18,GERENCIA,1897
09/11/2011,19,GERENCIA,1934
09/11/2011,20,GERENCIA,2018
09/11/2011,21,GERENCIA,1993
09/11/2011,22,GERENCIA,1949
09/11/2011,23,GERENCIA,1864
09/11/2011,24,GERENCIA,1789
10/11/2011,1,GERENCIA,1714
10/11/2011,2,GERENCIA,1637
10/11/2011,3,GERENCIA,1584
10/11/2011,4,GERENCIA,1555
10/11/2011,5,GERENCIA,1545
10/11/2011,6,GERENCIA,1545
10/11/2011,7,GERENCIA,1598
10/11/2011,8,GERENCIA,1654
10/11/2011,9,GERENCIA,1686
10/11/2011,10,GERENCIA,1750
10/11/2011,11,GERENCIA,1812
10/11/2011,12,GERENCIA,1868
10/11/2011,13,GERENCIA,1910
10/11/2011,14,GERENCIA,1930
10/11/2011,15,GERENCIA,1951
10/11/2011,16,GERENCIA,1981
10/11/2011,17,GERENCIA,1979
10/11/2011,18,GERENCIA,1951
10/11/2011,19,GERENCIA,1985
10/11/2011,20,GERENCIA,2066
10/11/2011,21,GERENCIA,2045
10/11/2011,22,GERENCIA,1995
10/11/2011,23,GERENCIA,1909
10/11/2011,24,GERENCIA,1808
11/11/2011,1,GERENCIA,1721
11/11/2011,2,GERENCIA,1650
11/11/2011,3,GERENCIA,1599
11/11/2011,4,GERENCIA,1569
11/11/2011,5,GERENCIA,1541
11/11/2011,6,GERENCIA,1539
11/11/2011,7,GERENCIA,1581
11/11/2011,8,GERENCIA,1589
11/11/2011,9,GERENCIA,1600
11/11/2011,10,GERENCIA,1669
11/11/2011,11,GERENCIA,1743
11/11/2011,12,GERENCIA,1799
11/11/2011,13,GERENCIA,1841
11/11/2011,14,GERENCIA,1849
11/11/2011,15,GERENCIA,1865
11/11/2011,16,GERENCIA,1881
11/11/2011,17,GERENCIA,1874
11/11/2011,18,GERENCIA,1846
11/11/2011,19,GERENCIA,1893
11/11/2011,20,GERENCIA,1982
11/11/2011,21,GERENCIA,1958
11/11/2011,22,GERENCIA,1909
11/11/2011,23,GERENCIA,1829
11/11/2011,24,GERENCIA,1760
12/11/2011,1,GERENCIA,1684
12/11/2011,2,GERENCIA,1607
12/11/2011,3,GERENCIA,1564
12/11/2011,4,GERENCIA,1545
12/11/2011,5,GERENCIA,1542
12/11/2011,6,GERENCIA,1551
12/11/2011,7,GERENCIA,1565
12/11/2011,8,GERENCIA,1567
12/11/2011,9,GERENCIA,1611
12/11/2011,10,GERENCIA,1722
12/11/2011,11,GERENCIA,1812
12/11/2011,12,GERENCIA,1886
12/11/2011,13,GERENCIA,1919
12/11/2011,14,GERENCIA,1917
12/11/2011,15,GERENCIA,1906
12/11/2011,16,GERENCIA,1893
12/11/2011,17,GERENCIA,1879
12/11/2011,18,GERENCIA,1869
12/11/2011,19,GERENCIA,1941
12/11/2011,20,GERENCIA,2052
12/11/2011,21,GERENCIA,1988
12/11/2011,22,GERENCIA,1930
12/11/2011,23,GERENCIA,1893
12/11/2011,24,GERENCIA,1850
13/11/2011,1,GERENCIA,1769
13/11/2011,2,GERENCIA,1683
13/11/2011,3,GERENCIA,1615
13/11/2011,4,GERENCIA,1566
13/11/2011,5,GERENCIA,1533
13/11/2011,6,GERENCIA,1523
13/11/2011,7,GERENCIA,1519
13/11/2011,8,GERENCIA,1497
13/11/2011,9,GERENCIA,1503
13/11/2011,10,GERENCIA,1554
13/11/2011,11,GERENCIA,1599
13/11/2011,12,GERENCIA,1630
13/11/2011,13,GERENCIA,1643
13/11/2011,14,GERENCIA,1649
13/11/2011,15,GERENCIA,1652
13/11/2011,16,GERENCIA,1634
13/11/2011,17,GERENCIA,1633
13/11/2011,18,GERENCIA,1636
13/11/2011,19,GERENCIA,1719
13/11/2011,20,GERENCIA,1868
13/11/2011,21,GERENCIA,1884
13/11/2011,22,GERENCIA,1866
13/11/2011,23,GERENCIA,1825
13/11/2011,24,GERENCIA,1753
14/11/2011,1,GERENCIA,1670
14/11/2011,2,GERENCIA,1611
14/11/2011,3,GERENCIA,1557
14/11/2011,4,GERENCIA,1531
14/11/2011,5,GERENCIA,1511
14/11/2011,6,GERENCIA,1502
14/11/2011,7,GERENCIA,1555
14/11/2011,8,GERENCIA,1617
14/11/2011,9,GERENCIA,1633
14/11/2011,10,GERENCIA,1687
14/11/2011,11,GERENCIA,1750
14/11/2011,12,GERENCIA,1753
14/11/2011,13,GERENCIA,1776
14/11/2011,14,GERENCIA,1788
14/11/2011,15,GERENCIA,1788
14/11/2011,16,GERENCIA,1785
14/11/2011,17,GERENCIA,1779
14/11/2011,18,GERENCIA,1773
14/11/2011,19,GERENCIA,1839
14/11/2011,20,GERENCIA,1930
14/11/2011,21,GERENCIA,1906
14/11/2011,22,GERENCIA,1861
14/11/2011,23,GERENCIA,1770
14/11/2011,24,GERENCIA,1680
15/11/2011,1,GERENCIA,1601
15/11/2011,2,GERENCIA,1538
15/11/2011,3,GERENCIA,1495
15/11/2011,4,GERENCIA,1463
15/11/2011,5,GERENCIA,1453
15/11/2011,6,GERENCIA,1457
15/11/2011,7,GERENCIA,1507
15/11/2011,8,GERENCIA,1573
15/11/2011,9,GERENCIA,1589
15/11/2011,10,GERENCIA,1638
15/11/2011,11,GERENCIA,1696
15/11/2011,12,GERENCIA,1743
15/11/2011,13,GERENCIA,1804
15/11/2011,14,GERENCIA,1801
15/11/2011,15,GERENCIA,1820
15/11/2011,16,GERENCIA,1846
15/11/2011,17,GERENCIA,1842
15/11/2011,18,GERENCIA,1826
15/11/2011,19,GERENCIA,1872
15/11/2011,20,GERENCIA,1952
15/11/2011,21,GERENCIA,1933
15/11/2011,22,GERENCIA,1886
15/11/2011,23,GERENCIA,1796
15/11/2011,24,GERENCIA,1693
16/11/2011,1,GERENCIA,1625
16/11/2011,2,GERENCIA,1552
16/11/2011,3,GERENCIA,1511
16/11/2011,4,GERENCIA,1485
16/11/2011,5,GERENCIA,1468
16/11/2011,6,GERENCIA,1474
16/11/2011,7,GERENCIA,1529
16/11/2011,8,GERENCIA,1593
16/11/2011,9,GERENCIA,1616
16/11/2011,10,GERENCIA,1659
16/11/2011,11,GERENCIA,1713
16/11/2011,12,GERENCIA,1768
16/11/2011,13,GERENCIA,1802
16/11/2011,14,GERENCIA,1839
16/11/2011,15,GERENCIA,1861
16/11/2011,16,GERENCIA,1880
16/11/2011,17,GERENCIA,1877
16/11/2011,18,GERENCIA,1846
16/11/2011,19,GERENCIA,1888
16/11/2011,20,GERENCIA,1979
16/11/2011,21,GERENCIA,1964
16/11/2011,22,GERENCIA,1916
16/11/2011,23,GERENCIA,1830
16/11/2011,24,GERENCIA,1739
17/11/2011,1,GERENCIA,1658
17/11/2011,2,GERENCIA,1579
17/11/2011,3,GERENCIA,1531
17/11/2011,4,GERENCIA,1502
17/11/2011,5,GERENCIA,1483
17/11/2011,6,GERENCIA,1487
17/11/2011,7,GERENCIA,1542
17/11/2011,8,GERENCIA,1596
17/11/2011,9,GERENCIA,1616
17/11/2011,10,GERENCIA,1660
17/11/2011,11,GERENCIA,1723
17/11/2011,12,GERENCIA,1775
17/11/2011,13,GERENCIA,1829
17/11/2011,14,GERENCIA,1840
17/11/2011,15,GERENCIA,1864
17/11/2011,16,GERENCIA,1886
17/11/2011,17,GERENCIA,1879
17/11/2011,18,GERENCIA,1857
17/11/2011,19,GERENCIA,1904
17/11/2011,20,GERENCIA,1993
17/11/2011,21,GERENCIA,1973
17/11/2011,22,GERENCIA,1923
17/11/2011,23,GERENCIA,1841
17/11/2011,24,GERENCIA,1755
18/11/2011,1,GERENCIA,1663
18/11/2011,2,GERENCIA,1594
18/11/2011,3,GERENCIA,1546
18/11/2011,4,GERENCIA,1511
18/11/2011,5,GERENCIA,1502
18/11/2011,6,GERENCIA,1506
18/11/2011,7,GERENCIA,1555
18/11/2011,8,GERENCIA,1617
18/11/2011,9,GERENCIA,1636
18/11/2011,10,GERENCIA,1678
18/11/2011,11,GERENCIA,1724
18/11/2011,12,GERENCIA,1779
18/11/2011,13,GERENCIA,1829
18/11/2011,14,GERENCIA,1850
18/11/2011,15,GERENCIA,1871
18/11/2011,16,GERENCIA,1881
18/11/2011,17,GERENCIA,1866
18/11/2011,18,GERENCIA,1838
18/11/2011,19,GERENCIA,1873
18/11/2011,20,GERENCIA,1945
18/11/2011,21,GERENCIA,1914
18/11/2011,22,GERENCIA,1867
18/11/2011,23,GERENCIA,1797
18/11/2011,24,GERENCIA,1733
19/11/2011,1,GERENCIA,1657
19/11/2011,2,GERENCIA,1586
19/11/2011,3,GERENCIA,1532
19/11/2011,4,GERENCIA,1500
19/11/2011,5,GERENCIA,1485
19/11/2011,6,GERENCIA,1477
19/11/2011,7,GERENCIA,1506
19/11/2011,8,GERENCIA,1517
19/11/2011,9,GERENCIA,1554
19/11/2011,10,GERENCIA,1643
19/11/2011,11,GERENCIA,1713
19/11/2011,12,GERENCIA,1742
19/11/2011,13,GERENCIA,1778
19/11/2011,14,GERENCIA,1794
19/11/2011,15,GERENCIA,1801
19/11/2011,16,GERENCIA,1786
19/11/2011,17,GERENCIA,1762
19/11/2011,18,GERENCIA,1750
19/11/2011,19,GERENCIA,1823
19/11/2011,20,GERENCIA,1942
19/11/2011,21,GERENCIA,1878
19/11/2011,22,GERENCIA,1837
19/11/2011,23,GERENCIA,1802
19/11/2011,24,GERENCIA,1753
20/11/2011,1,GERENCIA,1657
20/11/2011,2,GERENCIA,1553
20/11/2011,3,GERENCIA,1499
20/11/2011,4,GERENCIA,1465
20/11/2011,5,GERENCIA,1443
20/11/2011,6,GERENCIA,1439
20/11/2011,7,GERENCIA,1451
20/11/2011,8,GERENCIA,1450
20/11/2011,9,GERENCIA,1451
20/11/2011,10,GERENCIA,1493
20/11/2011,11,GERENCIA,1514
20/11/2011,12,GERENCIA,1543
20/11/2011,13,GERENCIA,1571
20/11/2011,14,GERENCIA,1585
20/11/2011,15,GERENCIA,1603
20/11/2011,16,GERENCIA,1602
20/11/2011,17,GERENCIA,1593
20/11/2011,18,GERENCIA,1584
20/11/2011,19,GERENCIA,1656
20/11/2011,20,GERENCIA,1798
20/11/2011,21,GERENCIA,1812
20/11/2011,22,GERENCIA,1784
20/11/2011,23,GERENCIA,1728
20/11/2011,24,GERENCIA,1651
21/11/2011,1,GERENCIA,1563
21/11/2011,2,GERENCIA,1485
21/11/2011,3,GERENCIA,1446
21/11/2011,4,GERENCIA,1420
21/11/2011,5,GERENCIA,1397
21/11/2011,6,GERENCIA,1390
21/11/2011,7,GERENCIA,1411
21/11/2011,8,GERENCIA,1406
21/11/2011,9,GERENCIA,1415
21/11/2011,10,GERENCIA,1501
21/11/2011,11,GERENCIA,1570
21/11/2011,12,GERENCIA,1623
21/11/2011,13,GERENCIA,1648
21/11/2011,14,GERENCIA,1667
21/11/2011,15,GERENCIA,1676
21/11/2011,16,GERENCIA,1671
21/11/2011,17,GERENCIA,1660
21/11/2011,18,GERENCIA,1652
21/11/2011,19,GERENCIA,1739
21/11/2011,20,GERENCIA,1878
21/11/2011,21,GERENCIA,1876
21/11/2011,22,GERENCIA,1834
21/11/2011,23,GERENCIA,1747
21/11/2011,24,GERENCIA,1642
22/11/2011,1,GERENCIA,1534
22/11/2011,2,GERENCIA,1458
22/11/2011,3,GERENCIA,1422
22/11/2011,4,GERENCIA,1399
22/11/2011,5,GERENCIA,1390
22/11/2011,6,GERENCIA,1393
22/11/2011,7,GERENCIA,1457
22/11/2011,8,GERENCIA,1546
22/11/2011,9,GERENCIA,1578
22/11/2011,10,GERENCIA,1642
22/11/2011,11,GERENCIA,1706
22/11/2011,12,GERENCIA,1759
22/11/2011,13,GERENCIA,1816
22/11/2011,14,GERENCIA,1836
22/11/2011,15,GERENCIA,1844
22/11/2011,16,GERENCIA,1859
22/11/2011,17,GERENCIA,1849
22/11/2011,18,GERENCIA,1839
22/11/2011,19,GERENCIA,1890
22/11/2011,20,GERENCIA,1990
22/11/2011,21,GERENCIA,1972
22/11/2011,22,GERENCIA,1923
22/11/2011,23,GERENCIA,1829
22/11/2011,24,GERENCIA,1732
23/11/2011,1,GERENCIA,1642
23/11/2011,2,GERENCIA,1557
23/11/2011,3,GERENCIA,1512
23/11/2011,4,GERENCIA,1485
23/11/2011,5,GERENCIA,1480
23/11/2011,6,GERENCIA,1483
23/11/2011,7,GERENCIA,1533
23/11/2011,8,GERENCIA,1592
23/11/2011,9,GERENCIA,1611
23/11/2011,10,GERENCIA,1664
23/11/2011,11,GERENCIA,1717
23/11/2011,12,GERENCIA,1769
23/11/2011,13,GERENCIA,1820
23/11/2011,14,GERENCIA,1837
23/11/2011,15,GERENCIA,1854
23/11/2011,16,GERENCIA,1876
23/11/2011,17,GERENCIA,1880
23/11/2011,18,GERENCIA,1866
23/11/2011,19,GERENCIA,1921
23/11/2011,20,GERENCIA,2002
23/11/2011,21,GERENCIA,1978
23/11/2011,22,GERENCIA,1930
23/11/2011,23,GERENCIA,1835
23/11/2011,24,GERENCIA,1734
24/11/2011,1,GERENCIA,1641
24/11/2011,2,GERENCIA,1564
24/11/2011,3,GERENCIA,1523
24/11/2011,4,GERENCIA,1497
24/11/2011,5,GERENCIA,1480
24/11/2011,6,GERENCIA,1487
24/11/2011,7,GERENCIA,1536
24/11/2011,8,GERENCIA,1605
24/11/2011,9,GERENCIA,1629
24/11/2011,10,GERENCIA,1686
24/11/2011,11,GERENCIA,1748
24/11/2011,12,GERENCIA,1794
24/11/2011,13,GERENCIA,1845
24/11/2011,14,GERENCIA,1859
24/11/2011,15,GERENCIA,1822
24/11/2011,16,GERENCIA,1837
24/11/2011,17,GERENCIA,1837
24/11/2011,18,GERENCIA,1815
24/11/2011,19,GERENCIA,1862
24/11/2011,20,GERENCIA,1934
24/11/2011,21,GERENCIA,1921
24/11/2011,22,GERENCIA,1870
24/11/2011,23,GERENCIA,1778
24/11/2011,24,GERENCIA,1688
25/11/2011,1,GERENCIA,1594
25/11/2011,2,GERENCIA,1514
25/11/2011,3,GERENCIA,1476
25/11/2011,4,GERENCIA,1452
25/11/2011,5,GERENCIA,1443
25/11/2011,6,GERENCIA,1443
25/11/2011,7,GERENCIA,1488
25/11/2011,8,GERENCIA,1554
25/11/2011,9,GERENCIA,1568
25/11/2011,10,GERENCIA,1620
25/11/2011,11,GERENCIA,1656
25/11/2011,12,GERENCIA,1699
25/11/2011,13,GERENCIA,1740
25/11/2011,14,GERENCIA,1754
25/11/2011,15,GERENCIA,1753
25/11/2011,16,GERENCIA,1754
25/11/2011,17,GERENCIA,1743
25/11/2011,18,GERENCIA,1734
25/11/2011,19,GERENCIA,1805
25/11/2011,20,GERENCIA,1885
25/11/2011,21,GERENCIA,1857
25/11/2011,22,GERENCIA,1805
25/11/2011,23,GERENCIA,1720
25/11/2011,24,GERENCIA,1648
26/11/2011,1,GERENCIA,1568
26/11/2011,2,GERENCIA,1497
26/11/2011,3,GERENCIA,1455
26/11/2011,4,GERENCIA,1427
26/11/2011,5,GERENCIA,1416
26/11/2011,6,GERENCIA,1414
26/11/2011,7,GERENCIA,1435
26/11/2011,8,GERENCIA,1453
26/11/2011,9,GERENCIA,1488
26/11/2011,10,GERENCIA,1568
26/11/2011,11,GERENCIA,1634
26/11/2011,12,GERENCIA,1671
26/11/2011,13,GERENCIA,1697
26/11/2011,14,GERENCIA,1705
26/11/2011,15,GERENCIA,1705
26/11/2011,16,GERENCIA,1695
26/11/2011,17,GERENCIA,1673
26/11/2011,18,GERENCIA,1668
26/11/2011,19,GERENCIA,1764
26/11/2011,20,GERENCIA,1889
26/11/2011,21,GERENCIA,1820
26/11/2011,22,GERENCIA,1767
26/11/2011,23,GERENCIA,1718
26/11/2011,24,GERENCIA,1658
27/11/2011,1,GERENCIA,1566
27/11/2011,2,GERENCIA,1470
27/11/2011,3,GERENCIA,1410
27/11/2011,4,GERENCIA,1367
27/11/2011,5,GERENCIA,1345
27/11/2011,6,GERENCIA,1340
27/11/2011,7,GERENCIA,1341
27/11/2011,8,GERENCIA,1328
27/11/2011,9,GERENCIA,1326
27/11/2011,10,GERENCIA,1387
27/11/2011,11,GERENCIA,1442
27/11/2011,12,GERENCIA,1473
27/11/2011,13,GERENCIA,1495
27/11/2011,14,GERENCIA,1506
27/11/2011,15,GERENCIA,1523
27/11/2011,16,GERENCIA,1529
27/11/2011,17,GERENCIA,1519
27/11/2011,18,GERENCIA,1508
27/11/2011,19,GERENCIA,1598
27/11/2011,20,GERENCIA,1759
27/11/2011,21,GERENCIA,1757
27/11/2011,22,GERENCIA,1732
27/11/2011,23,GERENCIA,1662
27/11/2011,24,GERENCIA,1556
28/11/2011,1,GERENCIA,1449
28/11/2011,2,GERENCIA,1386
28/11/2011,3,GERENCIA,1350
28/11/2011,4,GERENCIA,1327
28/11/2011,5,GERENCIA,1315
28/11/2011,6,GERENCIA,1325
28/11/2011,7,GERENCIA,1390
28/11/2011,8,GERENCIA,1478
28/11/2011,9,GERENCIA,1518
28/11/2011,10,GERENCIA,1603
28/11/2011,11,GERENCIA,1685
28/11/2011,12,GERENCIA,1742
28/11/2011,13,GERENCIA,1793
28/11/2011,14,GERENCIA,1809
28/11/2011,15,GERENCIA,1817
28/11/2011,16,GERENCIA,1830
28/11/2011,17,GERENCIA,1825
28/11/2011,18,GERENCIA,1813
28/11/2011,19,GERENCIA,1877
28/11/2011,20,GERENCIA,1957
28/11/2011,21,GERENCIA,1931
28/11/2011,22,GERENCIA,1874
28/11/2011,23,GERENCIA,1776
28/11/2011,24,GERENCIA,1668
29/11/2011,1,GERENCIA,1574
29/11/2011,2,GERENCIA,1498
29/11/2011,3,GERENCIA,1448
29/11/2011,4,GERENCIA,1434
29/11/2011,5,GERENCIA,1423
29/11/2011,6,GERENCIA,1427
29/11/2011,7,GERENCIA,1474
29/11/2011,8,GERENCIA,1551
29/11/2011,9,GERENCIA,1570
29/11/2011,10,GERENCIA,1623
29/11/2011,11,GERENCIA,1688
29/11/2011,12,GERENCIA,1737
29/11/2011,13,GERENCIA,1776
29/11/2011,14,GERENCIA,1790
29/11/2011,15,GERENCIA,1797
29/11/2011,16,GERENCIA,1816
29/11/2011,17,GERENCIA,1818
29/11/2011,18,GERENCIA,1802
29/11/2011,19,GERENCIA,1866
29/11/2011,20,GERENCIA,1948
29/11/2011,21,GERENCIA,1925
29/11/2011,22,GERENCIA,1873
29/11/2011,23,GERENCIA,1774
29/11/2011,24,GERENCIA,1668
30/11/2011,1,GERENCIA,1588
30/11/2011,2,GERENCIA,1505
30/11/2011,3,GERENCIA,1459
30/11/2011,4,GERENCIA,1433
30/11/2011,5,GERENCIA,1426
30/11/2011,6,GERENCIA,1435
30/11/2011,7,GERENCIA,1481
30/11/2011,8,GERENCIA,1567
30/11/2011,9,GERENCIA,1579
30/11/2011,10,GERENCIA,1615
30/11/2011,11,GERENCIA,1666
30/11/2011,12,GERENCIA,1708
30/11/2011,13,GERENCIA,1751
30/11/2011,14,GERENCIA,1758
30/11/2011,15,GERENCIA,1770
30/11/2011,16,GERENCIA,1778
30/11/2011,17,GERENCIA,1775
30/11/2011,18,GERENCIA,1776
30/11/2011,19,GERENCIA,1848
30/11/2011,20,GERENCIA,1925
30/11/2011,21,GERENCIA,1904
30/11/2011,22,GERENCIA,1853
30/11/2011,23,GERENCIA,1750
30/11/2011,24,GERENCIA,1647
01/12/2011,1,GERENCIA,1564
01/12/2011,2,GERENCIA,1478
01/12/2011,3,GERENCIA,1438
01/12/2011,4,GERENCIA,1415
01/12/2011,5,GERENCIA,1404
01/12/2011,6,GERENCIA,1406
01/12/2011,7,GERENCIA,1458
01/12/2011,8,GERENCIA,1544
01/12/2011,9,GERENCIA,1575
01/12/2011,10,GERENCIA,1603
01/12/2011,11,GERENCIA,1641
01/12/2011,12,GERENCIA,1681
01/12/2011,13,GERENCIA,1724
01/12/2011,14,GERENCIA,1737
01/12/2011,15,GERENCIA,1751
01/12/2011,16,GERENCIA,1743
01/12/2011,17,GERENCIA,1752
01/12/2011,18,GERENCIA,1746
01/12/2011,19,GERENCIA,1828
01/12/2011,20,GERENCIA,1907
01/12/2011,21,GERENCIA,1896
01/12/2011,22,GERENCIA,1834
01/12/2011,23,GERENCIA,1737
01/12/2011,24,GERENCIA,1646
02/12/2011,1,GERENCIA,1570
02/12/2011,2,GERENCIA,1491
02/12/2011,3,GERENCIA,1447
