Date,Hora,Zone,Demand, temperatura, temperatura_aparente, precipitacion, humedad, velocidad_viento, radiacion_solar, nubosidad
28/01/2018,5,GSV,55.376,10.8,10.9,0,88,1.9,0,0
28/01/2018,6,GSV,55.502,10.2,10.3,0,89.5,1.8,0,0
28/01/2018,7,GSV,56.478,10.7,10.8,0,85.8,1.6,0,0
28/01/2018,8,GSV,58.224,9.7,11.7,0,91.5,2.6,0,0
28/01/2018,9,GSV,60.069,11.4,14.1,0,87.3,2.7,163.6,0
28/01/2018,10,GSV,65.342,14.8,20.3,0,73.8,3.7,388.8,0
28/01/2018,11,GSV,69.551,17.6,25.8,0,63.8,3.6,572.2,0
28/01/2018,12,GSV,71.691,20.6,31.3,0,55.8,2.6,708.4,0
28/01/2018,13,GSV,72.58,23.3,33,0,43.4,3.7,773.4,0
28/01/2018,14,GSV,72.618,24.5,34.5,0,32.2,4.6,769.9,0
28/01/2018,15,GSV,72.719,25.3,35.5,0,23.6,5.4,697.9,0
28/01/2018,16,GSV,72.584,26.3,33,0,32.9,6.4,554.5,0
28/01/2018,17,GSV,72.224,25.6,30,0,36.8,5.9,354.1,0
28/01/2018,18,GSV,70.797,24.2,26.9,0,44.9,5.3,142.7,0
28/01/2018,19,GSV,70.421,21.9,22.4,0,47.8,5.5,0,0
28/01/2018,20,GSV,80.498,19.7,19.1,0,50.6,5.5,0,0
28/01/2018,21,GSV,83.61,17.9,16.6,0,51.7,5.5,0,0
28/01/2018,22,GSV,81.125,17.4,16.1,0,55.2,5.4,0,0
28/01/2018,23,GSV,75.754,17,15.6,0,55.1,2.5,0,0
28/01/2018,24,GSV,68.452,16,15.1,0,60,2.2,0,0
29/01/2018,1,GSV,60.922,15.5,15,0,63.7,2,0,0
29/01/2018,2,GSV,56.825,15.1,14.8,0,67.7,1.8,0,0
29/01/2018,3,GSV,54.916,14.7,14.6,0,71.9,1.6,0,0
29/01/2018,4,GSV,53.97,14,14,0,73.8,1.7,0,0
29/01/2018,5,GSV,53.629,13.3,13.3,0,75.8,1.7,0,0
29/01/2018,6,GSV,54.479,12.6,12.6,0,77.9,1.8,0,0
29/01/2018,7,GSV,58.604,13.5,13.4,0,74.4,1.8,0,0
29/01/2018,8,GSV,64.82,14.8,14.6,0,69,1.7,0,0
29/01/2018,9,GSV,66.956,13.6,17.2,0,79.6,0,161.1,0
29/01/2018,10,GSV,71.897,16.6,22.7,0,75.2,0,382,0
29/01/2018,11,GSV,74.984,20.3,28.2,0,61.2,0,562.9,0
29/01/2018,12,GSV,78.064,23.5,33.4,0,48.2,0,697.2,0
29/01/2018,13,GSV,80.208,27.1,35.3,0,34.4,0,761.8,0
29/01/2018,14,GSV,80.509,29.7,36.6,0,25.4,2.7,759.1,0
29/01/2018,15,GSV,82.442,32,37.2,0,17.5,2.9,688.7,0
29/01/2018,16,GSV,84.752,33,34.7,0,16.1,1.2,548.1,0
29/01/2018,17,GSV,84.301,32,31.6,0,22.8,4.5,350.8,0
29/01/2018,18,GSV,83.695,28.3,28.4,0,28,4.1,142.5,0
29/01/2018,19,GSV,83.194,24.9,24.6,0,37.4,4.5,0,0
29/01/2018,20,GSV,94.445,22.6,22.1,0,49.2,4.6,0,0
29/01/2018,21,GSV,96.758,21.8,20.2,0,53,3.1,0,0
29/01/2018,22,GSV,93.173,20.7,19.1,0,52.8,2.5,0,0
29/01/2018,23,GSV,86.21,19.6,18.1,0,52.6,2,0,0
29/01/2018,24,GSV,76.469,18.5,17.3,0,52.4,1.4,0,0
30/01/2018,1,GSV,68.545,17.7,16.8,0,55.8,1.4,0,0
30/01/2018,2,GSV,63.631,16.8,16.2,0,59.4,1.4,0,0
30/01/2018,3,GSV,61.25,15.9,15.6,0,63.3,1.4,0,0
30/01/2018,4,GSV,59.843,15.6,15.2,0,63.6,1.6,0,0
30/01/2018,5,GSV,58.986,15.3,14.7,0,63.8,1.9,0,0
30/01/2018,6,GSV,59.577,14.9,14.4,0,64.1,2.2,0,0
30/01/2018,7,GSV,63.512,15.8,15,0,59.9,1.8,0,0
30/01/2018,8,GSV,69.514,15.2,16,0,71.9,0,0,0
30/01/2018,9,GSV,72.992,17.9,18.4,0,63,0,152.4,0
30/01/2018,10,GSV,76.56,20.6,23.5,0,54.5,0,361.8,0
30/01/2018,11,GSV,78.713,23.7,28.7,0,44.4,0,537.6,0
30/01/2018,12,GSV,82.787,27.3,33.5,0,32,0,673.7,0
30/01/2018,13,GSV,84.663,30.2,35.1,0,22.3,0.5,745.2,0
30/01/2018,14,GSV,85.806,31.1,36.2,0,19.8,3.1,731.7,0
30/01/2018,15,GSV,86.919,31.3,36.5,0,23.7,4.1,636.4,0
30/01/2018,16,GSV,88.038,31,33.4,0,25.5,4.2,485.4,0
30/01/2018,17,GSV,89.543,29.5,29.9,0,29.6,5.3,302.1,0
30/01/2018,18,GSV,88.01,27,26.5,0,34.2,4,121.8,0
30/01/2018,19,GSV,87.24,24.2,22.9,0,39.2,2.9,0,0
30/01/2018,20,GSV,97.329,21.6,20.4,0,49.2,3.2,0,0
30/01/2018,21,GSV,98.53,19.3,18.5,0,59.6,3,0,0
30/01/2018,22,GSV,94.179,18.6,17.7,0,60.8,2.2,0,0
30/01/2018,23,GSV,87.269,17.7,17,0,58.8,1.6,0,0
30/01/2018,24,GSV,78.647,16.5,16.1,0,62.7,1.4,0,0
31/01/2018,1,GSV,70.362,16.1,16.1,0,69.7,1.5,0,0
31/01/2018,2,GSV,65.482,15.7,16.1,0,77.4,1.7,0,0
31/01/2018,3,GSV,63.416,15.3,16.1,0,85.9,1.8,0,0
31/01/2018,4,GSV,61.577,15,15.6,0,86,1.8,0,0
31/01/2018,5,GSV,60.403,14.6,15.1,0,86.1,1.8,0,0
31/01/2018,6,GSV,60.838,14.2,14.7,0,86.2,1.8,0,0
31/01/2018,7,GSV,64.332,14.9,15.4,0,81.9,1.4,0,0
31/01/2018,8,GSV,71.172,13.1,16.4,0,73.6,3,0,0
31/01/2018,9,GSV,73.09,15.7,18.4,0,67.9,1.3,103.2,0
31/01/2018,10,GSV,76.023,18.5,21.2,0,68,0,217.9,0
31/01/2018,11,GSV,79.207,19.8,23.7,0,64.8,0,311.7,0
31/01/2018,12,GSV,81.352,20.8,26.4,0,61,0,413.2,0
31/01/2018,13,GSV,82.177,23,27.9,0,46.5,0,481.9,0
31/01/2018,14,GSV,81.981,24.9,29,0,35.3,0,494.8,0
31/01/2018,15,GSV,80.683,26.3,29.5,0,28.4,1.6,447.9,0
31/01/2018,16,GSV,83.046,26,27.5,0,30.6,2,356.2,0
31/01/2018,17,GSV,82.013,25.3,25.3,0,33.7,2.7,227.5,0
31/01/2018,18,GSV,81.457,23.9,23.1,0,42.3,2.4,93.1,0
31/01/2018,19,GSV,83.294,22.1,21.2,0,53.2,0,0,0
31/01/2018,20,GSV,93.467,20,20.2,0,58.4,0.7,0,0
31/01/2018,21,GSV,95.483,19.7,19.4,0,54.8,1.5,0,0
31/01/2018,22,GSV,91.821,19.6,19.4,0,55.3,0.6,0,0
31/01/2018,23,GSV,84.606,18.4,19.4,0,76.9,1.2,0,0
31/01/2018,24,GSV,75.89,18.1,19.4,0,79.6,1,0,0
01/02/2018,1,GSV,68.329,17.8,18.9,0,79.3,1.1,0,0
01/02/2018,2,GSV,64.091,17.4,18.4,0,79.1,1.2,0,0
01/02/2018,3,GSV,61.815,17.1,17.9,0,78.9,1.4,0,0
01/02/2018,4,GSV,60.755,17.5,18.2,0,75.7,1.3,0,0
01/02/2018,5,GSV,60.298,17.8,18.3,0,72.7,1.3,0,0
01/02/2018,6,GSV,61.048,18.2,18.5,0,69.9,1.2,0,0
01/02/2018,7,GSV,65.396,18.3,18.4,0,69.8,1.6,0,0
01/02/2018,8,GSV,72.36,18.7,18.6,0,68.5,2.1,0,0
01/02/2018,9,GSV,76.964,19.4,19.2,0,55.1,1.7,58.4,0
01/02/2018,10,GSV,78.341,20.8,21.2,0.11,55.2,1,149.4,0.6
01/02/2018,11,GSV,81.423,22.4,23.4,0.11,51.9,0.3,262.1,1.7
01/02/2018,12,GSV,83.068,24.9,25.9,0.11,43.4,1.3,404.7,2.9
01/02/2018,13,GSV,85.007,27.1,29,0,33.9,4.3,531.3,2.9
01/02/2018,14,GSV,85.341,27.3,31.5,0,35.6,3.7,593.8,1.7
01/02/2018,15,GSV,85.422,27.8,33.1,0,38.5,3.1,574.1,0.6
01/02/2018,16,GSV,86.341,28.6,31.6,0,36.1,4,485.6,0
01/02/2018,17,GSV,86.584,28.4,29.2,0,36.7,4.3,303.5,0
01/02/2018,18,GSV,85.997,27.6,26.8,0,42.2,6.2,111.8,0
01/02/2018,19,GSV,85.134,26.5,24,0,46.7,5.6,0,0
01/02/2018,20,GSV,95.293,25.1,22.3,0,52.9,5.1,0,0.1
01/02/2018,21,GSV,97.256,23.3,21,0,62,3.4,0,0.1
01/02/2018,22,GSV,93.814,21.1,20.7,0,62.3,2,0,0.1
01/02/2018,23,GSV,88.056,20.6,20.4,0,63.6,1.9,0,0.1
01/02/2018,24,GSV,79.906,20.2,20.1,0,64.9,1.7,0,0
02/02/2018,1,GSV,73.057,20.1,20.2,0,67.1,1.7,0,0.4
02/02/2018,2,GSV,67.326,20,20.3,0,69.4,1.7,0,1.2
02/02/2018,3,GSV,65.225,19.9,20.4,0,71.8,1.7,0,2
02/02/2018,4,GSV,63.943,19.4,20.4,0,75.8,1.5,0,3.2
02/02/2018,5,GSV,63.128,19,20.3,0,80,1.4,0,4.7
02/02/2018,6,GSV,63.574,18.5,20.2,0,84.5,1.2,0,6.3
02/02/2018,7,GSV,67.319,18.9,20.7,0,84.2,1.2,0,5.9
02/02/2018,8,GSV,74.45,20,21.6,0,70.1,0,0,3.5
02/02/2018,9,GSV,76.703,20.1,23.7,0,75.7,0,146,1.2
02/02/2018,10,GSV,80.096,23.3,27.7,0,51.9,0,356.4,0
02/02/2018,11,GSV,83.333,26,31.5,0,32.3,0,538.7,0
02/02/2018,12,GSV,86.417,27.7,35,0,43,0,671,0
02/02/2018,13,GSV,88.16,29.5,36.3,0,36.5,0.8,738.9,0.1
02/02/2018,14,GSV,89.326,30.1,37,0,32.9,4.5,741.6,0.2
02/02/2018,15,GSV,90.53,29.6,37,0,36.3,7.5,677.6,0.3
02/02/2018,16,GSV,90.355,29.7,35,0,37.3,8.7,544.6,0.3
02/02/2018,17,GSV,91.635,28.6,32.4,0,44.1,7.4,353.2,0.2
02/02/2018,18,GSV,91.551,27.4,29.7,0,48.8,6.8,149,0.1
02/02/2018,19,GSV,89.273,25.6,26.3,0,53.9,6.2,0,0
02/02/2018,20,GSV,97.344,24.1,24.3,0,60.8,4.8,0,0
02/02/2018,21,GSV,100.063,23,22.8,0,63.3,4.4,0,0
02/02/2018,22,GSV,96.621,21.7,22.1,0,73.1,3,0,0
02/02/2018,23,GSV,91.801,20.7,21.5,0,77.2,2.9,0,0
02/02/2018,24,GSV,85.597,19.8,20.9,0,81.5,2.7,0,0
03/02/2018,1,GSV,78.661,19.7,20.6,0,81.7,3,0,0
03/02/2018,2,GSV,73.665,19.5,20.4,0,81.8,3.3,0,0
03/02/2018,3,GSV,70.75,19.4,20.2,0,81.9,3.5,0,0
03/02/2018,4,GSV,68.036,19,19.9,0,83.6,3.3,0,0
03/02/2018,5,GSV,67.172,18.6,19.5,0,85.4,3,0,0
03/02/2018,6,GSV,67.537,18.1,19.2,0,87.2,2.8,0,0
03/02/2018,7,GSV,69.409,18.5,19.8,0,86.8,2.4,0,0
03/02/2018,8,GSV,72.84,16.8,20.7,0,81.7,2.3,0,0
03/02/2018,9,GSV,75.44,17.8,23.1,0,84.4,2.7,162.8,0
03/02/2018,10,GSV,80.285,20.8,27.3,0,73.6,3.7,376.1,0
03/02/2018,11,GSV,83.931,23.9,31,0,59.9,3.3,536.9,0
03/02/2018,12,GSV,86.587,26.3,34.2,0,49.9,3.3,627.6,0
03/02/2018,13,GSV,87.711,27.1,34.7,0,45.3,4.3,646.2,0
03/02/2018,14,GSV,88.654,28,34.9,0,39,5,628.9,0
03/02/2018,15,GSV,87.935,28.7,34.7,0,34.9,5.7,579.5,0
03/02/2018,16,GSV,87.761,29,32.9,0,34.8,4.6,470,0
03/02/2018,17,GSV,87.151,28.7,30.7,0,36.9,3.8,315.3,0
03/02/2018,18,GSV,86.833,26.7,28.4,0,45,3.7,141.5,0
03/02/2018,19,GSV,88.534,24.2,25.3,0,53.6,3.4,0,0
03/02/2018,20,GSV,94.902,22.9,23.5,0,57.4,2,0,0
03/02/2018,21,GSV,97.123,21.8,22,0,61.6,2,0,0
03/02/2018,22,GSV,92.608,20.6,21.4,0,67.6,1.8,0,0
03/02/2018,23,GSV,87.948,19.4,20.8,0,83.9,2.1,0,0
03/02/2018,24,GSV,83.201,18.6,20.1,0,86.8,2,0,0
04/02/2018,1,GSV,79.26,17.8,19.3,0,89.5,1.9,0,0
04/02/2018,2,GSV,72.233,17,18.5,0,92.3,1.9,0,0
04/02/2018,3,GSV,69.502,16.3,17.7,0,95.1,1.9,0,0
04/02/2018,4,GSV,67.655,16.1,17.5,0,95.6,2,0,0
04/02/2018,5,GSV,66.016,16,17.3,0,96.1,2.1,0,0
04/02/2018,6,GSV,65.748,15.8,17.1,0,96.6,2.2,0,0
04/02/2018,7,GSV,66.693,16.3,17.6,0,93.6,2,0,0
04/02/2018,8,GSV,68.082,17.3,18.5,0,87.9,1.9,0,0
04/02/2018,9,GSV,68.888,16.5,21,0,77.7,0,171.4,0
04/02/2018,10,GSV,72.198,20.3,25.6,0,64.8,0.5,392.4,0
04/02/2018,11,GSV,76.461,23.2,29.8,0,54,3.4,573.5,0
04/02/2018,12,GSV,78.333,25.7,33.7,0,42.4,3.8,708.1,0
04/02/2018,13,GSV,79.194,28.4,35.3,0,30.2,4.2,773.8,0
04/02/2018,14,GSV,79.971,29.7,36.3,0,27.2,3.4,772.1,0
04/02/2018,15,GSV,79.891,30.7,36.4,0,25.5,2.6,702.8,0
04/02/2018,16,GSV,79.308,30.4,33.9,0,28,5.5,563.7,0
04/02/2018,17,GSV,78.478,28.7,30.7,0,33,6.7,368.3,0
04/02/2018,18,GSV,78.09,27.3,27.5,0,39,5.8,159.7,0
04/02/2018,19,GSV,77.448,25.3,24,0,44.2,5.4,0,0
04/02/2018,20,GSV,85.586,22.7,22.1,0,51.9,5.1,0,0
04/02/2018,21,GSV,89.383,21.2,20.6,0,58.8,4,0,0
04/02/2018,22,GSV,88.186,20.6,19.9,0,61.5,3.6,0,0
04/02/2018,23,GSV,84.48,18.7,19.1,0,76.4,2.6,0,0
04/02/2018,24,GSV,79.221,17.8,18.3,0,79.4,2.4,0,0
05/02/2018,1,GSV,73.23,17.3,18,0,81.1,2.2,0,0
05/02/2018,2,GSV,69.127,16.9,17.6,0,82.9,1.9,0,0
05/02/2018,3,GSV,66.434,16.4,17.3,0,84.8,1.7,0,0
05/02/2018,4,GSV,64.483,15.9,16.8,0,87.5,1.8,0,0
05/02/2018,5,GSV,63.228,15.4,16.3,0,90.2,1.8,0,0
05/02/2018,6,GSV,63.384,14.9,15.8,0,93.1,1.8,0,0
05/02/2018,7,GSV,65.127,15.6,16.6,0,90.8,1.8,0,0
05/02/2018,8,GSV,67.222,13.2,17.7,0,84.5,0,0.3,0
05/02/2018,9,GSV,68.772,15.1,20.3,0,85.7,0,172.6,0
05/02/2018,10,GSV,73.958,18.5,25.3,0,78.9,0.4,392.4,0
05/02/2018,11,GSV,79.014,22.3,29.8,0,58.8,1.3,572.9,0
05/02/2018,12,GSV,81.962,25.3,33.9,0,48.2,0,707.9,0
05/02/2018,13,GSV,83.887,28.2,35.3,0,38.3,0.9,774.5,0
05/02/2018,14,GSV,85.118,28.8,35.9,0,37.6,6.2,755.9,0
05/02/2018,15,GSV,85.927,28.4,35.7,0,37.3,5.2,656.9,0
05/02/2018,16,GSV,86.121,28.9,33.1,0,34,3.2,502.7,0
05/02/2018,17,GSV,84.847,28.5,30.1,0,28.6,3.5,315.2,0
05/02/2018,18,GSV,83.053,27.7,27.1,0,29.1,3.6,132.6,0
05/02/2018,19,GSV,82.92,25.7,24.2,0,40.7,2.5,0,0
05/02/2018,20,GSV,94.31,23.9,22.5,0,45.2,2.6,0,0
05/02/2018,21,GSV,98.179,22,21.2,0,53.1,1.6,0,0
05/02/2018,22,GSV,95.588,20.6,20.3,0,64.9,2.3,0,0
05/02/2018,23,GSV,89.301,19.6,19.5,0,66.9,2,0,0
05/02/2018,24,GSV,81.273,18.6,18.6,0,68.9,1.8,0,0
06/02/2018,1,GSV,74.203,17.8,17.9,0,71.3,1.8,0,0
06/02/2018,2,GSV,69.487,17,17.2,0,73.8,1.8,0,0
06/02/2018,3,GSV,67.12,16.3,16.5,0,76.4,1.9,0,0
06/02/2018,4,GSV,65.583,16.3,16.5,0,75.5,1.8,0,0
06/02/2018,5,GSV,64.689,16.3,16.5,0,74.6,1.8,0,0
06/02/2018,6,GSV,65.229,16.3,16.5,0,73.7,1.7,0,0
06/02/2018,7,GSV,69.226,16.9,17.2,0,73.1,1.4,0,0
06/02/2018,8,GSV,75.181,16.8,18.3,0,78,0,0.9,0
06/02/2018,9,GSV,76.344,17.8,20.4,0,78.4,0,117.6,0
06/02/2018,10,GSV,78.958,19.7,23.9,0,78.9,0,268.5,0
06/02/2018,11,GSV,81.124,22.2,27.4,0,67.6,0,408.6,0
06/02/2018,12,GSV,82.676,25.3,30.9,0,49.2,1,541.6,0
06/02/2018,13,GSV,84.687,27.7,32.6,0,37.3,3.6,633.3,0
06/02/2018,14,GSV,85.807,29.5,33.4,0,33.5,3.3,631.5,0
06/02/2018,15,GSV,86.135,30.6,33.4,0,29.2,3.5,536.5,0
06/02/2018,16,GSV,88.08,29,30.6,0,28.8,4.4,400.7,0
06/02/2018,17,GSV,88.288,27.2,27.7,0,30.6,2.4,243.4,0
06/02/2018,18,GSV,87.087,24.8,25,0,43.6,2.6,98.7,0
06/02/2018,19,GSV,87.185,23.8,22.6,0,39.7,2.3,0,0
06/02/2018,20,GSV,97.03,22.5,21.1,0,44.8,2.8,0,0
06/02/2018,21,GSV,100.17,21.8,19.9,0,46.9,3,0,0
06/02/2018,22,GSV,97.492,20.9,19.4,0,51.5,1.9,0,0
06/02/2018,23,GSV,91.592,20.5,18.9,0,51.2,2,0,0
06/02/2018,24,GSV,83.837,20.1,18.4,0,51,2.1,0,0
07/02/2018,1,GSV,75.599,20,18.1,0,49.3,2,0,0
07/02/2018,2,GSV,70.629,19.8,17.8,0,47.6,2,0,0
07/02/2018,3,GSV,68.47,19.7,17.5,0,46,2,0,0
07/02/2018,4,GSV,67.093,19.3,17.4,0,48,1.9,0,0
07/02/2018,5,GSV,65.947,18.9,17.3,0,50,1.7,0,0
07/02/2018,6,GSV,66.418,18.6,17.2,0,52.1,1.6,0,0
07/02/2018,7,GSV,70.265,18.9,17.6,0,53.2,1.9,0,0
07/02/2018,8,GSV,76.245,19.3,18.1,0,56.9,2.1,1.1,0
07/02/2018,9,GSV,78.299,20.2,19.3,0,53.4,2.3,82.4,0
07/02/2018,10,GSV,79.894,21.2,22.1,0,47,4.8,161.6,0
07/02/2018,11,GSV,82.665,22.4,25.1,0,43.6,7.3,265.8,0
07/02/2018,12,GSV,84.225,23.6,28.9,0,41.6,6.8,449.9,0
07/02/2018,13,GSV,86.415,26.7,32,0,33,6.3,626.4,0
07/02/2018,14,GSV,87.068,29.3,33.5,0,28.4,5.3,632.3,0
07/02/2018,15,GSV,86.593,30.5,33.3,0,22.9,3.7,467.1,0
07/02/2018,16,GSV,86.588,28.8,29.9,0,18.5,6.8,289.7,0
07/02/2018,17,GSV,87.613,27.6,27.1,0,26.3,7.3,171.9,0
07/02/2018,18,GSV,87.059,26.2,24.7,0,33,6.8,84.2,0
07/02/2018,19,GSV,85.759,23.8,22.6,0,42.1,6.4,0.5,0
07/02/2018,20,GSV,95.704,22.3,21.3,0,48.3,7.3,0,0
07/02/2018,21,GSV,99.132,22.2,20.2,0,45.5,9.2,0,0
07/02/2018,22,GSV,95.951,22,19.7,0,45.5,6.8,0,0
07/02/2018,23,GSV,89.847,20.8,19.2,0,56.1,4.1,0,0
07/02/2018,24,GSV,81.519,20.2,18.7,0,58.9,4.1,0,0
08/02/2018,1,GSV,73.338,19.7,18.4,0,61.5,3.8,0,0
08/02/2018,2,GSV,68.669,19.1,18.2,0,64.1,3.6,0,0
08/02/2018,3,GSV,66.496,18.5,17.9,0,67,3.3,0,0
08/02/2018,4,GSV,65.212,18,17.5,0,69.7,3.2,0,0
08/02/2018,5,GSV,64.119,17.4,17.1,0,72.5,3.1,0,0
08/02/2018,6,GSV,64.775,16.8,16.7,0,75.4,3,0,0
08/02/2018,7,GSV,69.143,17.1,17.2,0,76,2.8,0,0
08/02/2018,8,GSV,75.391,17.9,18,0,74.7,2.6,1.8,0
08/02/2018,9,GSV,77.334,16.5,20,0,78.5,2.6,138.6,0
08/02/2018,10,GSV,79.203,17.7,23.3,0,77.8,3.4,281,0
08/02/2018,11,GSV,81.581,20,26.4,0,66.8,3.9,400.9,0
08/02/2018,12,GSV,83.661,20.9,29.6,0,64.2,3,530.3,0
08/02/2018,13,GSV,85.801,22.9,31.7,0,54,3,619.7,0
08/02/2018,14,GSV,86.367,25,33.1,0,47.5,2.9,623.3,0
08/02/2018,15,GSV,84.79,27.2,33.7,0,40.6,3.3,539.9,0
08/02/2018,16,GSV,83.271,27.5,31.2,0,39.8,4.9,412.6,0
08/02/2018,17,GSV,85.168,26.6,28.2,0,45,4.7,232.6,0
08/02/2018,18,GSV,85.038,25.5,25.5,0,50.4,4.6,75.9,0
08/02/2018,19,GSV,85.532,24,23.4,0,47.8,5,0.6,0
08/02/2018,20,GSV,94.986,22,22,0,54,4.2,0,0
08/02/2018,21,GSV,97.819,20.8,20.8,0,55.5,3.4,0,0
08/02/2018,22,GSV,94.728,20.7,20.6,0,64.1,1.8,0,0
08/02/2018,23,GSV,88.659,20.1,20.4,0,68.2,1.4,0,0
08/02/2018,24,GSV,81.42,19.4,20.3,0,72.5,1,0,0
09/02/2018,1,GSV,73.894,18.9,19.5,0,72.1,1.4,0,0
09/02/2018,2,GSV,69.253,18.5,18.8,0,71.8,1.7,0,0
09/02/2018,3,GSV,67.105,18,18.1,0,71.4,2.1,0,0
09/02/2018,4,GSV,65.677,17.7,17.9,0,73.7,2,0,0
09/02/2018,5,GSV,64.528,17.4,17.8,0,76,1.8,0,0
09/02/2018,6,GSV,65.328,17.1,17.7,0,78.4,1.7,0,0
09/02/2018,7,GSV,69.442,17.1,17.9,0,79.8,1.5,0,0
09/02/2018,8,GSV,76.193,16.2,18.6,0,74.5,2,1.9,0
09/02/2018,9,GSV,78.703,16.8,20.3,0,75.9,0.8,126.6,0
09/02/2018,10,GSV,79.954,18.4,22.5,0,72.7,2.1,247.1,0
09/02/2018,11,GSV,82.324,19.6,24.7,0,68.3,2.4,358.2,0
09/02/2018,12,GSV,82.849,20.8,27.5,0,64,3.1,505.2,0
09/02/2018,13,GSV,84.728,22.2,29.6,0,53,2.9,622.8,0
09/02/2018,14,GSV,83.678,25.6,31.2,0,33.9,2.9,666,0
09/02/2018,15,GSV,83.231,28.3,31.8,0,19.9,3,622.7,0
09/02/2018,16,GSV,85.951,28.5,30.2,0,18.5,2.6,514.3,0
09/02/2018,17,GSV,86.272,27.8,28,0,28.3,3.5,348.3,0
09/02/2018,18,GSV,85.751,26.2,25.7,0,28.6,4.1,160.8,0
09/02/2018,19,GSV,84.378,23.1,21.9,0,34.4,4,3.1,0
09/02/2018,20,GSV,93.322,19.9,19.8,0,58.6,2.2,0,0
09/02/2018,21,GSV,96.94,18.1,18,0,73.5,0.7,0,0
09/02/2018,22,GSV,91.998,17,17.7,0,81.1,1.9,0,0
09/02/2018,23,GSV,86.252,16.5,17.4,0,82.8,1.6,0,0
09/02/2018,24,GSV,79.097,16.1,17.1,0,84.7,1.2,0,0
10/02/2018,1,GSV,71.457,15.5,16.4,0,87.3,1.5,0,0
10/02/2018,2,GSV,66.978,14.9,15.7,0,90.1,1.8,0,0
10/02/2018,3,GSV,64.683,14.3,15.1,0,92.9,2.1,0,0
10/02/2018,4,GSV,63.436,14.4,15.2,0,92.7,1.9,0,0
10/02/2018,5,GSV,62.729,14.5,15.3,0,92.5,1.8,0,0
10/02/2018,6,GSV,62.763,14.6,15.5,0,92.2,1.6,0,0
10/02/2018,7,GSV,64.816,15.4,16.3,0,88.1,1.6,0,0
10/02/2018,8,GSV,68.302,12.8,17.6,0,91.5,3.4,2,0
10/02/2018,9,GSV,70.953,15.6,20.4,0,80.3,3.3,181.2,0
10/02/2018,10,GSV,76.518,18.9,24.7,0,58.4,4,404.3,0
10/02/2018,11,GSV,81.018,22.4,28.8,0,43.5,3.8,591.2,0
10/02/2018,12,GSV,83.451,25.6,32.7,0,31.5,3.3,730.3,0
10/02/2018,13,GSV,85.196,27.2,33.9,0,27.1,3.5,801.1,0
10/02/2018,14,GSV,85.53,27.9,34.3,0,24.7,5.1,800.9,0
10/02/2018,15,GSV,85.441,27.6,33.8,0,24.3,6.7,728.9,0
10/02/2018,16,GSV,85.955,27.1,31.3,0,19.9,6.5,587.1,0
10/02/2018,17,GSV,86.12,26.9,28.3,0,17.5,6.1,389.9,0
10/02/2018,18,GSV,85.029,26,25.2,0,19.4,5.4,178.3,0
10/02/2018,19,GSV,83.093,23.7,21.1,0,23.7,4.6,4.4,0
10/02/2018,20,GSV,90.51,21.4,18.8,0,29.2,3.8,0,0
10/02/2018,21,GSV,93.719,19.8,17.1,0,33.4,3.6,0,0
10/02/2018,22,GSV,89.79,18.4,16.4,0,40.5,3.9,0,0
10/02/2018,23,GSV,84.148,15.7,15.8,0,74.9,1.9,0,0
10/02/2018,24,GSV,78.505,15,15.1,0,76.6,2,0,0
11/02/2018,1,GSV,72.356,14.8,14.8,0,75.8,1.9,0,0
11/02/2018,2,GSV,67.517,14.5,14.6,0,75.1,1.7,0,0
11/02/2018,3,GSV,65.222,14.3,14.4,0,74.3,1.5,0,0
11/02/2018,4,GSV,63.497,14,14.2,0,75,1.5,0,0
11/02/2018,5,GSV,62.197,13.8,14,0,75.7,1.4,0,0
11/02/2018,6,GSV,61.622,13.6,13.8,0,76.5,1.4,0,0
11/02/2018,7,GSV,62.77,14.5,14.7,0,75,1.3,0,0
11/02/2018,8,GSV,64.354,15.9,16.1,0,71.2,1.2,2.3,0
11/02/2018,9,GSV,65.212,14.9,19.2,0,58.7,0,194.3,0
11/02/2018,10,GSV,70.303,19.5,23.6,0,50.8,2,422.9,0
11/02/2018,11,GSV,74.01,23.6,27.8,0,39.4,5,609.6,0
11/02/2018,12,GSV,76.5,25,31.7,0,36.7,5.3,747.8,0
11/02/2018,13,GSV,77.088,25.6,32.8,0,35.8,5,815.2,0
11/02/2018,14,GSV,77.548,26.4,33.2,0,32.9,5.5,813.5,0
11/02/2018,15,GSV,77.835,26.3,32.8,0,32,5.9,742.5,0
11/02/2018,16,GSV,78.404,25.3,30.2,0,36.9,6.3,600,0
11/02/2018,17,GSV,76.994,24.5,27,0,42.6,6.5,399.9,0
11/02/2018,18,GSV,74.395,23.2,23.8,0,46.8,6.2,184.2,0
11/02/2018,19,GSV,72.84,22.4,20.6,0,46.9,3.5,1.8,0
11/02/2018,20,GSV,81.435,20.5,19.3,0,50.4,0.1,0,0
11/02/2018,21,GSV,87.557,19.4,18.7,0,51.5,1,0,0
11/02/2018,22,GSV,85.767,17.8,17.4,0,55.5,1.7,0,0
11/02/2018,23,GSV,81.699,15.4,16.1,0,81.9,1.3,0,0
11/02/2018,24,GSV,75.724,14.1,14.8,0,88,1.6,0,0
12/02/2018,1,GSV,68.872,14,14.6,0,88.1,1.5,0,0
