Date,Hora,Zone,Demand, temperatura, temperatura_aparente, precipitacion, humedad, velocidad_viento, radiacion_solar, nubosidad
01/01/2016,1,GSV,,15.6,15.2,0,68.1,2.2,0,1.7
01/01/2016,2,GSV,59.197,15.4,15.1,0,69.1,2.1,0,1
01/01/2016,3,GSV,56.661,15.2,14.9,0,70,2,0,0.3
01/01/2016,4,GSV,53.827,15.1,14.9,0,70.4,2.1,0,0
01/01/2016,5,GSV,51.571,15,14.8,0,70.8,2.1,0,0
01/01/2016,6,GSV,50.269,14.9,14.7,0,71.1,2.1,0,0
01/01/2016,7,GSV,50.377,15.1,14.7,0,69,2.2,0,0
01/01/2016,8,GSV,51.164,15.7,15.1,0,65.2,2.4,0,0
01/01/2016,9,GSV,49.014,16.2,16.3,0,62.3,2.6,99.2,0
01/01/2016,10,GSV,51.218,18.3,19.3,0,55.5,2.3,232.1,0
01/01/2016,11,GSV,53.501,20.4,22.3,0,49.6,2,354.9,0
01/01/2016,12,GSV,55.799,22.5,25.4,0,44.6,1.6,475,0
01/01/2016,13,GSV,56.872,24,27.6,0,41.8,1.6,555.3,0
01/01/2016,14,GSV,56.944,25.3,29,0,39.4,1.5,562.8,0
01/01/2016,15,GSV,56.481,26.6,29.6,0,37.4,1.4,493,0
01/01/2016,16,GSV,55.311,24.8,26.9,0,42.9,1.4,368.7,0
01/01/2016,17,GSV,54.824,23,23.6,0,49.3,1.5,189,0
01/01/2016,18,GSV,55.466,21.1,20.8,0,56.8,1.6,38.3,0
01/01/2016,19,GSV,60.289,19.7,19,0,59.9,1.8,0,0
01/01/2016,20,GSV,68.337,18.5,17.9,0,62.4,2,0,0
01/01/2016,21,GSV,69.36,17.4,16.9,0,64.4,2.1,0,0
01/01/2016,22,GSV,67.642,16.5,16.3,0,68.4,1.9,0,0
01/01/2016,23,GSV,63.406,15.6,15.6,0,72.5,1.7,0,0
01/01/2016,24,GSV,58.394,14.6,14.9,0,77,1.5,0,0
02/01/2016,1,GSV,53.127,14.8,15.1,0,76.7,1.4,0,0
02/01/2016,2,GSV,49.625,14.9,15.2,0,76.4,1.4,0,0
02/01/2016,3,GSV,47.647,15.1,15.4,0,76,1.3,0,0
02/01/2016,4,GSV,46.594,15,15.2,0,76,1.5,0,0
02/01/2016,5,GSV,46.036,14.9,15.1,0,76.1,1.8,0,0
02/01/2016,6,GSV,46.655,14.9,14.9,0,76.1,2,0,0
02/01/2016,7,GSV,48.387,15,15.1,0,77.3,1.9,0,0
02/01/2016,8,GSV,51.441,15.5,15.7,0,76.2,1.8,0,0
02/01/2016,9,GSV,54.49,15.9,17.5,0,75.8,1.7,137.3,0
02/01/2016,10,GSV,61.242,19.1,22.4,0,64.7,1.4,340.4,0
02/01/2016,11,GSV,66.239,22.2,26.9,0,55.7,1.1,512.8,0
02/01/2016,12,GSV,70.223,25.3,30.9,0,48.3,0.8,631.8,0
02/01/2016,13,GSV,71.583,26.4,32.1,0,44.8,1.2,684.1,0
02/01/2016,14,GSV,72.624,27.4,32.7,0,41.8,1.5,671.7,0
02/01/2016,15,GSV,72.595,28.3,32.6,0,39.2,1.9,593.8,0
02/01/2016,16,GSV,72.344,26.6,29.3,0,41.7,2.1,448.5,0
02/01/2016,17,GSV,71.449,24.8,25.5,0,44.5,2.2,242.2,0
02/01/2016,18,GSV,69.426,23,21.8,0,47.6,2.4,55.5,0
02/01/2016,19,GSV,70.722,20.8,19.3,0,53.5,2.5,0,0
02/01/2016,20,GSV,80.768,18.8,17.7,0,59.4,2.7,0,0
02/01/2016,21,GSV,79.01,17.1,16.4,0,65.2,2.9,0,0
02/01/2016,22,GSV,74.885,16.3,16,0,70.4,2.6,0,0
02/01/2016,23,GSV,69.676,15.5,15.5,0,76.1,2.3,0,0
02/01/2016,24,GSV,64.365,14.7,15,0,82.2,2,0,0
03/01/2016,1,GSV,58.171,14.1,14.6,0,85.7,1.9,0,0
03/01/2016,2,GSV,53.816,13.6,14.1,0,89.4,1.8,0,0
03/01/2016,3,GSV,51.376,13,13.6,0,93.2,1.7,0,0
03/01/2016,4,GSV,49.68,12.7,13.2,0,94.1,1.6,0,0
03/01/2016,5,GSV,48.63,12.3,12.8,0,95.1,1.6,0,0
03/01/2016,6,GSV,48.748,12,12.4,0,96,1.5,0,0
03/01/2016,7,GSV,50.148,12.6,13,0,92.8,1.7,0,0
03/01/2016,8,GSV,52.569,13.7,14.1,0,87,1.9,0,0
03/01/2016,9,GSV,53.844,14.6,16.3,0,82.6,2.1,140.3,0
03/01/2016,10,GSV,58.587,18.2,21.7,0,67.7,1.7,348.3,0
03/01/2016,11,GSV,63.007,21.8,26.5,0,55.9,1.3,524.4,0
03/01/2016,12,GSV,65.978,25.4,30.9,0,46.7,0.9,645.8,0
03/01/2016,13,GSV,67.153,26.9,32.5,0,41.7,0.9,698.9,0
03/01/2016,14,GSV,67.461,28.3,33.5,0,37.5,0.9,685.8,0
03/01/2016,15,GSV,67.74,29.6,33.8,0,34,0.9,606,0
03/01/2016,16,GSV,67.747,28,31,0,39.9,1.1,458,0
03/01/2016,17,GSV,66.584,26.2,27.7,0,47,1.3,247.3,0
03/01/2016,18,GSV,64.414,24.5,24.7,0,55.5,1.4,57.3,0
03/01/2016,19,GSV,66.31,22.1,22.3,0,65.2,1.7,0,0
03/01/2016,20,GSV,76.627,19.9,20.7,0,75.7,2,0,0
03/01/2016,21,GSV,76.677,18,19.1,0,86.9,2.3,0,0
03/01/2016,22,GSV,74.02,17.1,18.2,0,88.2,2.3,0,0
03/01/2016,23,GSV,68.696,16.3,17.3,0,89.6,2.2,0,0
03/01/2016,24,GSV,62.586,15.5,16.4,0,91.1,2.2,0,0
04/01/2016,1,GSV,56.505,14.9,15.8,0,93,2,0,0
04/01/2016,2,GSV,52.092,14.3,15.2,0,95,1.8,0,0
04/01/2016,3,GSV,50.179,13.7,14.6,0,97,1.5,0,0
04/01/2016,4,GSV,48.814,13.2,13.9,0,98.5,1.7,0,10.2
04/01/2016,5,GSV,48.206,12.6,13.2,0,100,1.8,0,30.7
04/01/2016,6,GSV,48.58,12.1,12.5,0,100,1.9,0,51.1
04/01/2016,7,GSV,51.352,12.7,13.4,0,100,1.8,0,57.3
04/01/2016,8,GSV,55.397,13.7,14.6,0,96.5,1.6,0,49.2
04/01/2016,9,GSV,57.577,14.6,16.9,0,93.8,1.4,128.4,41.1
04/01/2016,10,GSV,62.522,17.8,21.8,0,74.9,1.1,327.4,30.9
04/01/2016,11,GSV,67.369,21,26,0,60.1,0.8,499.7,18.5
04/01/2016,12,GSV,70.534,24.1,29.7,0,48.5,0.5,616.7,6.2
04/01/2016,13,GSV,72.387,24.4,30.2,0,50.3,1.4,668.8,0.2
04/01/2016,14,GSV,72.897,24.6,30,0,52.4,2.3,631.8,0.5
04/01/2016,15,GSV,73.274,24.8,29,0,54.7,3.2,514.8,0.8
04/01/2016,16,GSV,74.032,24,26.8,0,57,3,357.5,0.8
04/01/2016,17,GSV,73.487,23.1,24.5,0,59.8,2.7,192.9,0.5
04/01/2016,18,GSV,71.99,22.2,22.4,0,63.1,2.4,49.5,0.2
04/01/2016,19,GSV,73.934,20,20.4,0,73.2,2.2,0,0
04/01/2016,20,GSV,84.471,18,19,0,84,2.1,0,0
04/01/2016,21,GSV,83.607,16.2,17.6,0,95.2,1.9,0,0
04/01/2016,22,GSV,79.166,15.6,17.1,0,96.3,1.6,0,0
04/01/2016,23,GSV,72.413,15.1,16.5,0,97.5,1.3,0,0
04/01/2016,24,GSV,64.476,14.6,16,0,98.8,1.1,0,0
05/01/2016,1,GSV,57.193,14.2,15.5,0,99.8,1.4,0,0
05/01/2016,2,GSV,52.782,13.9,14.9,0,100,1.7,0,0
05/01/2016,3,GSV,51.199,13.5,14.4,0,100,2,0,0
05/01/2016,4,GSV,49.625,13.5,14.4,0,100,1.7,0,8.6
05/01/2016,5,GSV,49.066,13.4,14.3,0,100,1.4,0,25.8
05/01/2016,6,GSV,49.547,13.3,14.3,0,100,1.1,0,43
05/01/2016,7,GSV,53.178,13.8,14.9,0,100,1.2,0,56.6
05/01/2016,8,GSV,59.774,14.5,15.8,0,96.4,1.2,0,66.4
05/01/2016,9,GSV,62.248,15.1,17.5,0,94,1.2,115.2,76.3
05/01/2016,10,GSV,65.752,18.2,22.4,0,79.5,1.2,298.9,70.2
05/01/2016,11,GSV,69.115,21.4,26.4,0,67.4,1.1,440.8,48.2
05/01/2016,12,GSV,71.731,24.5,29.4,0,57.5,1.1,497.2,26.2
05/01/2016,13,GSV,74.323,24.5,29.4,0.14,59.3,1.2,488.3,16
05/01/2016,14,GSV,74.689,24.4,29.4,0.14,61.6,1.4,476,17.6
05/01/2016,15,GSV,74.506,24.2,29.2,0.14,64.2,1.6,458.1,19.2
05/01/2016,16,GSV,74.793,23.7,27.9,0,65.2,1.7,374.4,18.2
05/01/2016,17,GSV,74.907,23.2,25.7,0,66.4,1.8,214.7,14.5
05/01/2016,18,GSV,74.101,22.6,23.6,0,67.8,1.9,53.6,10.7
05/01/2016,19,GSV,74.485,20.5,21.6,0,77.3,1.8,0,7.5
05/01/2016,20,GSV,85.838,18.6,20.2,0,87.3,1.7,0,4.6
05/01/2016,21,GSV,85.442,16.8,18.7,0,97.3,1.7,0,1.8
05/01/2016,22,GSV,81.529,16,17.6,0,98.7,1.8,0,0.3
05/01/2016,23,GSV,74.726,15.1,16.4,0,100,1.9,0,0.2
05/01/2016,24,GSV,66.246,14.2,15.3,0,100,2,0,0.1
06/01/2016,1,GSV,59.563,13.8,14.8,0,100,1.8,0,10.9
06/01/2016,2,GSV,54.679,13.4,14.3,0,100,1.7,0,32.6
06/01/2016,3,GSV,52.629,13,13.8,0,100,1.6,0,54.3
06/01/2016,4,GSV,51.148,13.2,14,0,100,1.5,0,71
06/01/2016,5,GSV,50.345,13.3,14.2,0,100,1.4,0,82.6
06/01/2016,6,GSV,51.195,13.4,14.4,0,100,1.4,0,94.2
06/01/2016,7,GSV,54.772,13.7,14.7,0,100,1.4,0,97.9
06/01/2016,8,GSV,61.835,14.2,15.3,0,97.6,1.5,0,93.7
06/01/2016,9,GSV,65.081,14.6,16.8,0,95.6,1.6,107.8,89.5
06/01/2016,10,GSV,67.656,17.6,21,0,73.9,1.4,293.1,74
06/01/2016,11,GSV,70.692,20.6,24.7,0,57.2,1.3,468.8,47.4
06/01/2016,12,GSV,72.757,23.7,28.2,0,44.4,1.2,599.1,20.8
06/01/2016,13,GSV,74.888,24.5,29.6,0,41.9,1.3,672.1,7
06/01/2016,14,GSV,73.909,25.3,30.2,0,39.7,1.3,673.3,6.1
06/01/2016,15,GSV,74.176,25.9,29.9,0,37.9,1.4,598.9,5.3
06/01/2016,16,GSV,74.219,24.9,27.8,0,42.5,1.6,456.8,4.2
06/01/2016,17,GSV,74.895,23.9,24.9,0,47.7,1.9,249.3,2.9
06/01/2016,18,GSV,73.861,22.8,22.4,0,53.6,2.1,60.6,1.7
06/01/2016,19,GSV,74.996,20.9,20,0,58.8,2.4,0,0.9
06/01/2016,20,GSV,85.346,19.2,18.5,0,63.9,2.7,0,0.5
06/01/2016,21,GSV,84.762,17.7,17.2,0,68.5,3,0,0.2
06/01/2016,22,GSV,80.084,17,16.8,0,73.1,2.8,0,0.1
06/01/2016,23,GSV,73.662,16.2,16.3,0,78,2.7,0,0
06/01/2016,24,GSV,65.925,15.5,15.8,0,83.2,2.6,0,0
07/01/2016,1,GSV,58.945,14.9,15.3,0,84.3,2.5,0,0
07/01/2016,2,GSV,54.659,14.4,14.7,0,85.5,2.3,0,0
07/01/2016,3,GSV,51.97,13.8,14.2,0,86.6,2.1,0,0
07/01/2016,4,GSV,50.94,13.4,13.6,0,85.7,2,0,0
07/01/2016,5,GSV,50.581,12.9,13.1,0,84.8,2,0,0
07/01/2016,6,GSV,51.454,12.5,12.7,0,83.8,1.9,0,0
07/01/2016,7,GSV,54.417,12.9,13,0,80.7,2.1,0,0
07/01/2016,8,GSV,60.178,13.8,13.7,0,75.3,2.4,0,0
07/01/2016,9,GSV,63.007,14.5,15.6,0,71,2.7,141.3,0
07/01/2016,10,GSV,65.365,17.8,19.9,0,55.1,2.6,355.1,0
07/01/2016,11,GSV,68.79,21.1,24,0,43.1,2.4,537,0
07/01/2016,12,GSV,71.514,24.2,28,0,34,2.3,663.8,0
07/01/2016,13,GSV,73,25.1,29,0,28.6,2.4,721,0
07/01/2016,14,GSV,72.242,26,29.4,0,24.2,2.6,711.5,0
07/01/2016,15,GSV,72.652,26.7,29.1,0,20.5,2.7,634,0
07/01/2016,16,GSV,73.127,25.4,26.5,0,23.7,2.8,484.9,0
07/01/2016,17,GSV,72.496,24.1,23.1,0,27.4,2.8,266.4,0
07/01/2016,18,GSV,71.846,22.8,20.1,0,31.8,2.9,66.3,0
07/01/2016,19,GSV,74.649,20.5,17.3,0,38.5,2.8,0,0
07/01/2016,20,GSV,85.231,18.3,16,0,46.4,2.8,0,0
07/01/2016,21,GSV,84.746,16.3,15,0,55,2.7,0,0
07/01/2016,22,GSV,80.853,15.2,14.6,0,64,2.5,0,0
07/01/2016,23,GSV,73.467,14.1,14,0,74.3,2.2,0,0
07/01/2016,24,GSV,64.973,13,13.3,0,86.4,1.9,0,0
08/01/2016,1,GSV,57.48,12.5,12.8,0,88.6,1.9,0,0
08/01/2016,2,GSV,53.363,12,12.3,0,90.9,1.9,0,0
08/01/2016,3,GSV,51.521,11.5,11.7,0,93.2,1.9,0,0
08/01/2016,4,GSV,50.463,11.1,11.2,0,92.9,1.9,0,0
08/01/2016,5,GSV,50.123,10.6,10.7,0,92.5,1.9,0,0
08/01/2016,6,GSV,50.622,10.2,10.2,0,92.2,1.9,0,0
08/01/2016,7,GSV,54.123,10.6,10.7,0,89.7,1.7,0,0.8
08/01/2016,8,GSV,60.663,11.5,11.7,0,84.6,1.6,0,2.4
08/01/2016,9,GSV,63.669,12.3,13.7,0,80.8,1.5,125.9,3.9
08/01/2016,10,GSV,66.213,15.1,17.7,0,63.9,1.4,289,6.1
08/01/2016,11,GSV,69.337,17.9,20.8,0,50.9,1.4,416.6,9
08/01/2016,12,GSV,71.849,20.6,23.5,0,40.9,1.4,517.4,11.8
08/01/2016,13,GSV,73.476,21.4,24.5,0,39.7,1.8,564.7,12.2
08/01/2016,14,GSV,72.762,22,25,0,38.6,2.2,571.4,10.2
08/01/2016,15,GSV,72.375,22.6,25.1,0,37.8,2.7,531.5,8.3
08/01/2016,16,GSV,72.239,22,23.5,0,39,2.4,423.3,6.6
08/01/2016,17,GSV,72.329,21.3,21.1,0,40.4,2.2,241.9,5.3
08/01/2016,18,GSV,71.123,20.6,18.7,0,41.9,2,63.6,4
08/01/2016,19,GSV,72.067,18.6,16.6,0,47.7,2.5,0,2.9
08/01/2016,20,GSV,82.629,16.9,15.3,0,53.9,2.9,0,1.8
08/01/2016,21,GSV,81.816,15.3,14.2,0,59.9,3.4,0,0.7
08/01/2016,22,GSV,77.248,14.5,13.8,0,64.8,3,0,0.1
08/01/2016,23,GSV,70.247,13.6,13.3,0,70.1,2.6,0,0.1
08/01/2016,24,GSV,62.613,12.8,12.7,0,75.9,2.2,0,0
09/01/2016,1,GSV,56.519,12.2,12.2,0,75.7,2.2,0,0
09/01/2016,2,GSV,51.978,11.7,11.7,0,75.6,2.2,0,0
09/01/2016,3,GSV,49.821,11.2,11.2,0,75.4,2.2,0,0
09/01/2016,4,GSV,49.203,10.8,10.8,0,74.6,2.2,0,0
09/01/2016,5,GSV,48.616,10.4,10.4,0,73.7,2.2,0,0
09/01/2016,6,GSV,49.332,10,10,0,72.9,2.2,0,0
09/01/2016,7,GSV,52.073,10.5,10.4,0,70.6,2.5,0,0
09/01/2016,8,GSV,55.722,11.4,11.2,0,66.2,2.7,0,0
09/01/2016,9,GSV,58.002,12.2,13.2,0,62.8,2.9,144.3,0
09/01/2016,10,GSV,63.439,15.4,17.2,0,46.6,3.4,362.6,0
09/01/2016,11,GSV,67.499,18.6,20.5,0,34.8,3.9,547.9,0
09/01/2016,12,GSV,70.412,21.7,23.9,0,26.1,4.4,677.2,0
09/01/2016,13,GSV,72.134,22.5,25.2,0,22.7,4.3,735.6,0
09/01/2016,14,GSV,71.896,23.3,25.7,0,19.8,4.1,726,0
09/01/2016,15,GSV,71.393,24,25.5,0,17.4,4,647.4,0
09/01/2016,16,GSV,70.678,22.6,22.7,0,20.2,3.9,496.4,0
09/01/2016,17,GSV,70.731,21.3,19.3,0,23.7,3.8,276.1,0
09/01/2016,18,GSV,70.119,19.9,16.1,0,27.7,3.7,72,0
09/01/2016,19,GSV,71.28,17.8,14.5,0,34.2,3.4,0,0
09/01/2016,20,GSV,80.881,16,13.8,0,41.9,3.2,0,0
09/01/2016,21,GSV,79.549,14.4,13.1,0,50.5,3,0,0
09/01/2016,22,GSV,74.538,13.8,12.7,0,53.8,3,0,0
09/01/2016,23,GSV,68.694,13.1,12.3,0,57.4,3,0,0
09/01/2016,24,GSV,62.746,12.5,11.9,0,61.3,2.9,0,0
10/01/2016,1,GSV,56.939,11.8,11.4,0,60.9,2.7,0,0
10/01/2016,2,GSV,53.102,11.2,10.9,0,60.6,2.4,0,0
10/01/2016,3,GSV,51.087,10.5,10.4,0,60.3,2.1,0,0
10/01/2016,4,GSV,49.921,10.2,10.2,0,58.1,2.2,0,0
10/01/2016,5,GSV,49.212,9.9,8.9,0,56,2.3,0,0
10/01/2016,6,GSV,48.994,9.6,8.5,0,53.9,2.4,0,0
10/01/2016,7,GSV,50.63,10.1,10.1,0,52.6,2.6,0,0
10/01/2016,8,GSV,53.236,11,10.7,0,49.9,2.8,0,0
10/01/2016,9,GSV,53.122,11.8,12.6,0,47.9,3,144,0
10/01/2016,10,GSV,58.083,15.3,16.8,0,38.3,2.9,362.8,0
10/01/2016,11,GSV,62.109,18.8,20.6,0,30.8,2.8,548.3,0
10/01/2016,12,GSV,64.102,22.2,24.8,0,25,2.8,676.5,0
10/01/2016,13,GSV,64.75,23.6,26.7,0,22.3,2.7,733.4,0
10/01/2016,14,GSV,64.958,24.8,27.8,0,20,2.7,723.8,0
10/01/2016,15,GSV,64.422,26,28.2,0,18.1,2.6,646.9,0
10/01/2016,16,GSV,64.186,24.7,25.4,0,20.1,2.7,497.5,0
10/01/2016,17,GSV,63.405,23.3,21.8,0,22.5,2.7,278.8,0
10/01/2016,18,GSV,62.409,21.9,18.4,0,25.2,2.8,74.4,0
10/01/2016,19,GSV,65.009,19.7,15.8,0,32,3,0,0
10/01/2016,20,GSV,75.559,17.5,14.8,0,40.2,3.1,0,0
10/01/2016,21,GSV,76.782,15.7,14,0,49.8,3.3,0,0
10/01/2016,22,GSV,73.076,14.9,13.8,0,57,3.1,0,0
10/01/2016,23,GSV,67.311,14.1,13.5,0,65.2,2.9,0,0
10/01/2016,24,GSV,59.856,13.3,13.1,0,74.6,2.6,0,0
11/01/2016,1,GSV,53.943,13,12.7,0,72.4,2.7,0,0
11/01/2016,2,GSV,50.171,12.6,12.3,0,70.3,2.7,0,0
11/01/2016,3,GSV,48.684,12.3,11.9,0,68.2,2.7,0,0
11/01/2016,4,GSV,47.801,12,11.6,0,63.4,2.8,0,0
11/01/2016,5,GSV,47.556,11.8,11.4,0,59,2.8,0,0
11/01/2016,6,GSV,48.616,11.6,11.1,0,54.8,2.9,0,0
11/01/2016,7,GSV,51.936,12.1,11.4,0,52.3,3,0,0
11/01/2016,8,GSV,58.603,13.1,12,0,48.4,3.1,0,0
11/01/2016,9,GSV,60.869,13.9,13.8,0,45.3,3.3,140,0
11/01/2016,10,GSV,63.42,17.2,17.7,0,36.7,3.5,353.2,0
11/01/2016,11,GSV,66.872,20.4,21.5,0,30,3.7,534.4,0
11/01/2016,12,GSV,69.384,23.6,26,0,24.7,3.9,660.7,0
11/01/2016,13,GSV,70.507,24.5,27.5,0,23.3,4.1,717.8,0
11/01/2016,14,GSV,70.114,25.3,28.2,0,22.1,4.3,708.2,0
11/01/2016,15,GSV,69.721,26.1,28.2,0,21.1,4.6,631.3,0
11/01/2016,16,GSV,69.957,24.8,25.5,0,23.6,4.2,484.8,0
11/01/2016,17,GSV,69.791,23.5,22.2,0,26.4,3.8,272.9,0
11/01/2016,18,GSV,69.04,22.2,19,0,29.7,3.4,74.4,0
11/01/2016,19,GSV,71.033,20,16.4,0,36.6,3.4,0,0
11/01/2016,20,GSV,81.869,17.9,15.4,0,44.9,3.4,0,0
11/01/2016,21,GSV,82.605,16.1,14.6,0,54.1,3.3,0,0
11/01/2016,22,GSV,78.637,15,14.1,0,60.8,2.9,0,0
11/01/2016,23,GSV,71.469,13.8,13.4,0,68.4,2.4,0,0
11/01/2016,24,GSV,63.241,12.7,12.7,0,76.9,1.9,0,0
12/01/2016,1,GSV,56.502,12.2,12.2,0,79,1.9,0,0
12/01/2016,2,GSV,51.328,11.7,11.7,0,81.2,2,0,0
12/01/2016,3,GSV,49.613,11.2,11.3,0,83.5,2,0,0
12/01/2016,4,GSV,48.791,10.6,10.7,0,84.5,2.1,0,0
12/01/2016,5,GSV,48.426,10.1,10.1,0,85.5,2.2,0,0
12/01/2016,6,GSV,48.952,9.5,8.4,0,86.6,2.2,0,0
12/01/2016,7,GSV,52.076,10,10,0,82.8,1.9,0,0
12/01/2016,8,GSV,59.169,11,11,0,77,1.6,0,0
12/01/2016,9,GSV,61.761,11.8,13.2,0,72.5,1.3,139.4,0
12/01/2016,10,GSV,63.967,15.5,18.1,0,54,1.3,346.3,0
12/01/2016,11,GSV,66.587,19.1,22.1,0,40.5,1.2,510.1,0
12/01/2016,12,GSV,68.624,22.7,25.8,0,30.7,1.1,606.7,0
12/01/2016,13,GSV,70.269,23.6,26.7,0,27.8,1.3,633,0
12/01/2016,14,GSV,69.509,24.4,27.1,0,25.3,1.5,611.8,0
12/01/2016,15,GSV,69.812,25.2,27,0,23.1,1.7,546,0
12/01/2016,16,GSV,70.706,23.8,24.6,0,27.7,1.7,420.2,0
12/01/2016,17,GSV,70.562,22.4,21.8,0,33.3,1.6,239.7,0
12/01/2016,18,GSV,70.337,20.9,19.2,0,40,1.6,67.9,0
12/01/2016,19,GSV,72.501,19,16.8,0,44.8,2.1,0,0
12/01/2016,20,GSV,83.483,17.2,15.4,0,49.9,2.6,0,0
12/01/2016,21,GSV,83.185,15.6,14.2,0,54.8,3.1,0,0
12/01/2016,22,GSV,79.106,14.7,13.9,0,61.1,2.7,0,0
12/01/2016,23,GSV,70.188,13.9,13.5,0,68.1,2.4,0,0
12/01/2016,24,GSV,61.639,13,13,0,76,2,0,0
13/01/2016,1,GSV,54.829,12.2,12.3,0,80.4,2,0,0
13/01/2016,2,GSV,50.106,11.4,11.5,0,85.1,2,0,0
13/01/2016,3,GSV,48.555,10.6,10.7,0,90.1,2,0,0
13/01/2016,4,GSV,47.49,10.3,10.3,0,90.6,2,0,0
13/01/2016,5,GSV,46.65,9.9,9.1,0,91.1,1.9,0,0
13/01/2016,6,GSV,47.313,9.5,8.7,0,91.6,1.9,0,0
13/01/2016,7,GSV,50.93,10.1,10.1,0,87,1.9,0,0
13/01/2016,8,GSV,58.172,11.1,11.1,0,80.1,2,0,0
13/01/2016,9,GSV,60.795,12,13.3,0,74.6,2,143.8,0
13/01/2016,10,GSV,64.615,15.7,18.2,0,56.4,2.3,362.4,0
13/01/2016,11,GSV,66.618,19.3,22.2,0,43,2.5,547.8,0
13/01/2016,12,GSV,68.262,22.9,26.4,0,33.1,2.7,677.3,0
13/01/2016,13,GSV,69.937,24,28,0,29.2,2.6,736.1,0
13/01/2016,14,GSV,69.822,25,28.8,0,26,2.4,727.5,0
13/01/2016,15,GSV,69.197,26,28.8,0,23.2,2.2,650.9,0
13/01/2016,16,GSV,69.608,24.9,26.4,0,25.5,2.1,502.5,0
13/01/2016,17,GSV,71.374,23.8,23.3,0,28,2,287.1,0
13/01/2016,18,GSV,70.664,22.7,20.3,0,30.9,1.9,82.1,0
13/01/2016,19,GSV,71.953,20.3,17.2,0,37.8,2.4,0,0
13/01/2016,20,GSV,83.472,18.1,15.8,0,46.1,2.9,0,0
13/01/2016,21,GSV,83.467,16.1,14.6,0,55.3,3.5,0,0
13/01/2016,22,GSV,78.743,15.1,14.3,0,63.9,3.1,0,0
13/01/2016,23,GSV,71.488,14.2,13.9,0,74,2.7,0,0
13/01/2016,24,GSV,62.865,13.2,13.4,0,85.5,2.4,0,0
14/01/2016,1,GSV,56.427,12.6,12.8,0,88.4,2.2,0,0
14/01/2016,2,GSV,51.637,11.9,12.2,0,91.3,2.1,0,0
14/01/2016,3,GSV,49.958,11.3,11.5,0,94.3,1.9,0,0
14/01/2016,4,GSV,49.048,10.8,10.9,0,94.3,1.8,0,0
14/01/2016,5,GSV,48.591,10.3,10.3,0,94.2,1.7,0,0
14/01/2016,6,GSV,49.077,9.8,9.3,0,94.2,1.6,0,0
14/01/2016,7,GSV,52.216,10.1,10.1,0,92.3,1.4,0,0
14/01/2016,8,GSV,59.454,10.9,11,0,87.7,1.3,0,0
14/01/2016,9,GSV,61.821,11.5,13.1,0,84.2,1.1,144.4,0
14/01/2016,10,GSV,63.441,15.2,18.6,0,64.4,1.3,363.1,0
14/01/2016,11,GSV,66.516,18.8,22.9,0,49.8,1.4,547.2,0
14/01/2016,12,GSV,67.872,22.4,26.8,0,39,1.5,673.9,0
14/01/2016,13,GSV,69.591,23.8,28.5,0,33.7,1.3,729.7,0
14/01/2016,14,GSV,69.464,25.2,29.5,0,29.3,1.2,721.4,0
14/01/2016,15,GSV,68.765,26.4,29.8,0,25.6,1.1,648.2,0
14/01/2016,16,GSV,69.286,25.2,27.3,0,29.7,1.4,503.1,0
14/01/2016,17,GSV,70.616,23.9,24.1,0,34.6,1.8,290,0
14/01/2016,18,GSV,70.35,22.6,21.1,0,40.5,2.1,84.8,0
14/01/2016,19,GSV,70.394,20.2,17.9,0,44.7,2.2,0,0
14/01/2016,20,GSV,81.487,17.9,16.1,0,49.2,2.3,0,0
14/01/2016,21,GSV,81.699,15.9,14.6,0,53.3,2.5,0,0
14/01/2016,22,GSV,77.751,14.9,14.1,0,60.3,2.4,0,0
14/01/2016,23,GSV,70.528,13.8,13.5,0,68.3,2.3,0,0
14/01/2016,24,GSV,62.677,12.8,12.8,0,77.4,2.2,0,0
15/01/2016,1,GSV,56.085,12,12,0,81.8,2.1,0,0
15/01/2016,2,GSV,50.498,11.1,11.2,0,86.5,2,0,0
15/01/2016,3,GSV,48.793,10.2,10.3,0,91.4,2,0,0
15/01/2016,4,GSV,47.828,9.9,9.2,0,90.2,1.9,0,0
15/01/2016,5,GSV,47.206,9.6,8.8,0,89,1.9,0,0
15/01/2016,6,GSV,47.881,9.4,8.5,0,87.8,1.9,0,0
15/01/2016,7,GSV,51.277,9.9,9.2,0,84.1,1.8,0,0
15/01/2016,8,GSV,58.234,10.8,10.8,0,78,1.7,0,0
15/01/2016,9,GSV,61.013,11.6,13.1,0,73.2,1.6,146.2,0
15/01/2016,10,GSV,63.75,15.7,18.5,0,56,1.5,367.9,0
15/01/2016,11,GSV,66.181,19.7,23.1,0,43.3,1.4,556.1,0
15/01/2016,12,GSV,67.549,23.6,27.8,0,33.8,1.3,688,0
15/01/2016,13,GSV,69.448,25,29.3,0,28.1,1.6,748.4,0
15/01/2016,14,GSV,69.191,26.3,30.2,0,23.4,1.8,740.1,0
15/01/2016,15,GSV,69.308,27.5,30.4,0,19.6,2.1,662.6,0
15/01/2016,16,GSV,69.717,26.1,27.6,0,23.7,2.2,512.9,0
15/01/2016,17,GSV,70.055,24.6,24.2,0,28.8,2.4,296.8,0
15/01/2016,18,GSV,69.983,23.1,21,0,34.9,2.5,88.7,0
15/01/2016,19,GSV,70.25,20.6,17.8,0,40.1,2.5,0,0
